record_id,model_slot,actual_model_alias,paper_id,question_id,evidence_condition,question_type,initial_evidence_support,evidence_status,repair_action,action,tool_called,returned_chunk_ids,returned_snippets_full_local,returned_snippets_normalized_for_review,final_answer,final_evidence_basis,final_used_chunk_ids,final_assertability,preliminary_EBC_label,preliminary_repair_outcome,human_answer_supported_by_returned_evidence,human_post_tool_EBC_label,human_repair_outcome,human_notes
tool_on_smoke__paper_004_q2__partial__high__esr_check__openai_reasoning_model,openai_reasoning_model,openai_gpt_4_1_mini,paper_004,paper_004_q2,partial,target_section_required,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_004_chunk_0003"", ""paper_004_chunk_0004"", ""paper_004_chunk_0016""]","[{""chunk_id"": ""paper_004_chunk_0003"", ""paper_id"": ""paper_004"", ""section"": ""1 Introduction"", ""score"": 8.611775, ""text"": ""the daguerreotype “Cat with Blue Ribbon,” taken by photographer Antoine Claudet in 1840. The photo depicts a cat sitting on a table, gazing directly at the camera, and wearing a blue ribbon tied around its neck. [...] Table 1: An example from Alpaca (Taori et al., 2023) showing that ChatGPT might generate hallucinated con- tents (green) that cannot be verified by existing source. 2023; Bang et al., 2023; Sun et al., 2023), where the generated content is either in conflict with ex- isting source or cannot be verified by the available knowledge resources. The issue of hallucination makes the deployment of LLMs potentially risky in real-world applications. Most exiting work mainly focuses on investigating the causes of hallucination for specific tasks and small language models (Cao et al., 2022; Zheng et al., 2023; Das et al., 2023). However, it still remains unclear what types of con- tent and to which extent LLMs tend to hallucinate. To facilitate research in this direction, we present the Hallucination Evaluation benchmark for Large Language Models (HaluEval): a large collection of 35,000 hallucinated/normal samples for LLMs analysis and evaluation. HaluEval includes 5,000 general user queries with ChatGPT responses and 30,000 task-specific examples from three tasks, i.e., question answering, knowledge-grounded dialogue, and text summarization. The construction pipeline of HaluEval is depicted in Figure 1. For general user queries, we adopt the 52K instruction tuning dataset from Alpaca (Taori et al., 2023) for hu- man annotation. To""}, {""chunk_id"": ""paper_004_chunk_0004"", ""paper_id"": ""paper_004"", ""section"": ""1 Introduction"", ""score"": 8.599625, ""text"": ""with ChatGPT responses and 30,000 task-specific examples from three tasks, i.e., question answering, knowledge-grounded dialogue, and text summarization. The construction pipeline of HaluEval is depicted in Figure 1. For general user queries, we adopt the 52K instruction tuning dataset from Alpaca (Taori et al., 2023) for hu- man annotation. To further screen out user queries where LLMs are most likely to produce hallucina- tions, we use ChatGPT to sample three responses for each query and only retain 5, 000 queries with the lowest similarity among three responses. Ac- arXiv:2305.11747v3 [cs.CL] 23 Oct 2023 Query Response Hallucination: Yes orNo Candidate Answer #1 Method 1: … Have you mastered this method? One-pass Instruction Conversational Instruction I want you act as a hallucination ans wer generator...... #Hallucinated Answer#: Yes, I have mastered the first method. … Please generate hallucinated answers… I want you act as an answer judge… #Answer 1#: #Answer 2#: #Your Choice#: The best answer is Answer 1. High-quality Hallucination Filtering Final Answer max-voting Diverse Hallucination Sampling (candidate #1)Candidate Answer #2 Human Annotation Figure 1: Construction pipeline of HaluEval, including automatic generation (top) and human annotation (bottom). cording to recent work (Manakul et al., 2023), hal- lucinations are likely to appear in diverged and con- flicting responses of LLMs. Based on the filtered user queries and ChatGPT responses, we invite human labelers to annotate whether the response contains hallucinated information and mark cor- responding spans. As shown""}, {""chunk_id"": ""paper_004_chunk_0016"", ""paper_id"": ""paper_004"", ""section"": ""Abstract"", ""score"": 7.640513, ""text"": ""passage reading with at least an undergraduate-level education. Besides, following (Ouyang et al., 2022), we have labelers annotate a small number of test examples and measure their agreement with the labels of researchers, and finally we choose thirty human labelers with the highest agreement scores. We report Fleiss’s Kappa (κ) to indicate the reliability of agreement between hu- man labelers. We compute κ on 5, 000 annotated samples and obtain κ = 0.811 (0.80 ≤ κ ≤ 1.00) showing a perfect agreement. 2.3 Benchmark Analysis and Usage With the automatic two-step generation process in Section 2.1, we produce a total of 30, 000 halluci- nated samples with 10, 000 examples for each task of QA, dialogue, and summarization. We show the number of generated samples for each hallu- cination pattern in Table 16 at the Appendix D. Moreover, we manually annotate 5, 000 ChatGPT responses for general user queries in Section 2.2. We present a QA example and an annotated query and response example in Table 4. Among the an- notated ChatGPT responses, 977 responses are la- beled as containing hallucination (19.5%). Finally, we present the topic distributions of our generated task-specific samples and annotated ChatGPT re- sponses in Figure 2 and Figure 3, ranging from film, sports to school, computer, technology, etc. With our benchmark, researchers can use it to investigate or mitigate the hallucination issue for LLMs in three aspects. Firstly, based on our gen- erated and annotated""}]","paper_004_chunk_0003 | 1 Introduction | score=8.611775 | the daguerreotype “Cat with Blue Ribbon,” taken by photographer Antoine Claudet in 1840. The photo depicts a cat sitting on a table, gazing directly at the camera, and wearing a blue ribbon tied around its neck. [...] Table 1: An example from Alpaca (Taori et al., 2023) showing that ChatGPT might generate hallucinated con- tents (green) that cannot be verified by existing source. 2023; Bang et al., 2023; Sun et al., 2023), where the generated content is either in conflict with ex- isting source or cannot be verified by the available knowledge resources. The issue of hallucination makes the deployment of LLMs potentially risky in real-world applications. Most exiting work mainly focuses on investigating the causes of hallucination for specific tasks and small language models (Cao et al., 2022; Zheng et al., 2023; Das et al., 2023). However, it still remains unclear what types of con- tent and to which extent LLMs tend to hallucinate. To facilitate research in this direction, we present the Hallucination Evaluation benchmark for Large Language Models (HaluEval): a large collection of 35,000 hallucinated/normal samples for LLMs analysis and evaluation. HaluEval includes 5,000 general user queries with ChatGPT responses and 30,000 task-specific examples from three tasks, i.e., question answering, knowledge-grounded dialogue, and text summarization. The construction pipeline of HaluEval is depicted in Figure 1. For general user queries, we adopt the 52K instruction tuning dataset from Alpaca (Taori et al., 2023) for hu- man annotation. To

paper_004_chunk_0004 | 1 Introduction | score=8.599625 | with ChatGPT responses and 30,000 task-specific examples from three tasks, i.e., question answering, knowledge-grounded dialogue, and text summarization. The construction pipeline of HaluEval is depicted in Figure 1. For general user queries, we adopt the 52K instruction tuning dataset from Alpaca (Taori et al., 2023) for hu- man annotation. To further screen out user queries where LLMs are most likely to produce hallucina- tions, we use ChatGPT to sample three responses for each query and only retain 5, 000 queries with the lowest similarity among three responses. Ac- arXiv:2305.11747v3 [cs.CL] 23 Oct 2023 Query Response Hallucination: Yes orNo Candidate Answer #1 Method 1: … Have you mastered this method? One-pass Instruction Conversational Instruction I want you act as a hallucination ans wer generator...... #Hallucinated Answer#: Yes, I have mastered the first method. … Please generate hallucinated answers… I want you act as an answer judge… #Answer 1#: #Answer 2#: #Your Choice#: The best answer is Answer 1. High-quality Hallucination Filtering Final Answer max-voting Diverse Hallucination Sampling (candidate #1)Candidate Answer #2 Human Annotation Figure 1: Construction pipeline of HaluEval, including automatic generation (top) and human annotation (bottom). cording to recent work (Manakul et al., 2023), hal- lucinations are likely to appear in diverged and con- flicting responses of LLMs. Based on the filtered user queries and ChatGPT responses, we invite human labelers to annotate whether the response contains hallucinated information and mark cor- responding spans. As shown

paper_004_chunk_0016 | Abstract | score=7.640513 | passage reading with at least an undergraduate-level education. Besides, following (Ouyang et al., 2022), we have labelers annotate a small number of test examples and measure their agreement with the labels of researchers, and finally we choose thirty human labelers with the highest agreement scores. We report Fleiss’s Kappa (κ) to indicate the reliability of agreement between hu- man labelers. We compute κ on 5, 000 annotated samples and obtain κ = 0.811 (0.80 ≤ κ ≤ 1.00) showing a perfect agreement. 2.3 Benchmark Analysis and Usage With the automatic two-step generation process in Section 2.1, we produce a total of 30, 000 halluci- nated samples with 10, 000 examples for each task of QA, dialogue, and summarization. We show the number of generated samples for each hallu- cination pattern in Table 16 at the Appendix D. Moreover, we manually annotate 5, 000 ChatGPT responses for general user queries in Section 2.2. We present a QA example and an annotated query and response example in Table 4. Among the an- notated ChatGPT responses, 977 responses are la- beled as containing hallucination (19.5%). Finally, we present the topic distributions of our generated task-specific samples and annotated ChatGPT re- sponses in Figure 2 and Figure 3, ranging from film, sports to school, computer, technology, etc. With our benchmark, researchers can use it to investigate or mitigate the hallucination issue for LLMs in three aspects. Firstly, based on our gen- erated and annotated","HaluEval includes 5,000 general user queries and 30,000 task-specific examples. The task-specific examples cover three tasks: question answering, knowledge-grounded dialogue, and text summarization.",tool_results,"[""paper_004_chunk_0003"", ""paper_004_chunk_0004"", ""paper_004_chunk_0016""]",assertable,needs_human_review,tool_answer_needs_human_review,yes,compliant,tool_repair_success,
tool_on_smoke__paper_005_q1_revised__none__high__esr_check__openai_reasoning_model,openai_reasoning_model,openai_gpt_4_1_mini,paper_005,paper_005_q1_revised,none,abstract_answerable,unsupported,insufficient,search_authorized_corpus,search_authorized_corpus,yes,"[""paper_005_chunk_0005"", ""paper_005_chunk_0002"", ""paper_005_chunk_0015""]","[{""chunk_id"": ""paper_005_chunk_0005"", ""paper_id"": ""paper_005"", ""section"": ""Abstract"", ""score"": 6.0184, ""text"": ""tection. This issue is particularly acute in RAG settings. Due to the relatively low hallucination ratio, a substantial increase in annotation resources is needed. Existing datasets for LLM hallucina- tion detection are predominantly synthesized (Li et al., 2023). For instance, in Liu and Liu (2023); Longpre et al. (2021), prompts conflicting with conventional knowledge are purposely generated to trigger hallucinations. While these approaches are efficient at generating hallucinations, the re- sulting artificial hallucinations can substantially differ from those that naturally occur. In Chen et al. (2023); Hu et al. (2023), hallucination datasets are developed by manual annotations of naturally pro- duced LLM responses. However, these datasets are of limited size and are not specifically focused on the RAG scenario. In this paper, we introduce a large-scale high- quality dataset specifically designed for word-level hallucination detection for RAG applications. Us- ing this dataset, we have conducted an extensive benchmarking of mainstream LLMs to assess their tendency to generate hallucinations, as well as evaluate current methods for hallucination detec- tion. Additionally, we have demonstrated supe- rior performance in identifying hallucinations by fine-tuning LLM with RAGTruth dataset. Our key contributions are: (i) We propose RAGTruth, a large-scale word- level hallucination evaluation dataset specifi- cally for the RAG scenario across several com- mon tasks. It consists of nearly 18,000 fully annotated natural responses generated from major open-source and closed-source LLMs. (ii) We perform a comprehensive comparison of different hallucination detection methods at both the""}, {""chunk_id"": ""paper_005_chunk_0002"", ""paper_id"": ""paper_005"", ""section"": ""Abstract"", ""score"": 4.525907, ""text"": ""tection methodologies. We show that using a high-quality dataset such as RAGTruth, it is possible to finetune a relatively small LLM and achieve a competitive hallucination detection performance when compared to the existing prompt-based approaches using state-of-the-art LLMs such as GPT-4. Furthermore, the fine- tuned model can effectively mitigate hallucina- tion in LLM responses. 1 Introduction Large language models (LLMs) have achieved re- markable success in a variety of tasks, including text generation (Li et al., 2022), machine transla- tion (Kocmi and Federmann, 2023), and question answering (Zhao et al., 2023). However, one of the key challenges in deploying LLMs in real-world applications is their tendency to hallucinate (Kad- dour et al., 2023). Hallucination in the context of LLMs usually refers to a situation where the model generates content that is not based on fac- QUESTION : how to prepare to get an ultrasound? REFERENCE : Passage 1: 1 If you are just interested in checking the gender, you can go as early as 17 weeks. 2 Any earlier, and the results may not be accurate, leading to an extra coat of paint for your bedroom. 3 To get good pictures, 3D ultrasounds are best performed between 20 and 32 weeks, and the best pictures are between 24 and 30 weeks. ... RESPONSE : Based on the given passages, here’s how to prepare for an ultrasound: * For a gender reveal ultrasound, wait until at least 17 weeks of pregnancy""}, {""chunk_id"": ""paper_005_chunk_0015"", ""paper_id"": ""paper_005"", ""section"": ""PDF text"", ""score"": 4.521417, ""text"": ""the data- to-text writing task, certain fields sometimes are with null values. We observed that in the generated results, null is often interpreted as false by some models. Since the more common expressions for negation in our dataset are the boolean value False or the text No, we labeled these instances as hal- lucinations (evident introduction of baseless info) and provided a special span-level annotation named due_to_null for these spans. In the subsequent hal- lucination detection experiments, our prompts will be aligned with this standard. 4 Hallucination Benchmark Analysis 4.1 Basic Statistics We presented detailed statistics of RAGTruth in Table 2. Compared to existing datasets for hallu- cination detection (Cao et al., 2023; Kamoi et al., 2023), the RAGTruth dataset is considerably large in scale. The corpus contains a total of 2,965 in- stances of data, which include 989 instances for question answering, 1,033 instances for date-to-text writing, and 943 instances for news summarization. Each instance comprises responses from 6 differ- ent models. As shown in Table 2, the RAGTruth dataset also features longer prompt and response lengths than existing datasets for hallucination de- tection (Wang et al., 2020). 4.2 Hallucination Statistics Hallucination Types As shown in Figure 2, the generation of information baseless in the context was significantly more prevalent than the gener- ation of information conflicting with the context, especially for the question answering tasks. Within the two major categories of baseless info and con- flict, the more""}]","paper_005_chunk_0005 | Abstract | score=6.0184 | tection. This issue is particularly acute in RAG settings. Due to the relatively low hallucination ratio, a substantial increase in annotation resources is needed. Existing datasets for LLM hallucina- tion detection are predominantly synthesized (Li et al., 2023). For instance, in Liu and Liu (2023); Longpre et al. (2021), prompts conflicting with conventional knowledge are purposely generated to trigger hallucinations. While these approaches are efficient at generating hallucinations, the re- sulting artificial hallucinations can substantially differ from those that naturally occur. In Chen et al. (2023); Hu et al. (2023), hallucination datasets are developed by manual annotations of naturally pro- duced LLM responses. However, these datasets are of limited size and are not specifically focused on the RAG scenario. In this paper, we introduce a large-scale high- quality dataset specifically designed for word-level hallucination detection for RAG applications. Us- ing this dataset, we have conducted an extensive benchmarking of mainstream LLMs to assess their tendency to generate hallucinations, as well as evaluate current methods for hallucination detec- tion. Additionally, we have demonstrated supe- rior performance in identifying hallucinations by fine-tuning LLM with RAGTruth dataset. Our key contributions are: (i) We propose RAGTruth, a large-scale word- level hallucination evaluation dataset specifi- cally for the RAG scenario across several com- mon tasks. It consists of nearly 18,000 fully annotated natural responses generated from major open-source and closed-source LLMs. (ii) We perform a comprehensive comparison of different hallucination detection methods at both the

paper_005_chunk_0002 | Abstract | score=4.525907 | tection methodologies. We show that using a high-quality dataset such as RAGTruth, it is possible to finetune a relatively small LLM and achieve a competitive hallucination detection performance when compared to the existing prompt-based approaches using state-of-the-art LLMs such as GPT-4. Furthermore, the fine- tuned model can effectively mitigate hallucina- tion in LLM responses. 1 Introduction Large language models (LLMs) have achieved re- markable success in a variety of tasks, including text generation (Li et al., 2022), machine transla- tion (Kocmi and Federmann, 2023), and question answering (Zhao et al., 2023). However, one of the key challenges in deploying LLMs in real-world applications is their tendency to hallucinate (Kad- dour et al., 2023). Hallucination in the context of LLMs usually refers to a situation where the model generates content that is not based on fac- QUESTION : how to prepare to get an ultrasound? REFERENCE : Passage 1: 1 If you are just interested in checking the gender, you can go as early as 17 weeks. 2 Any earlier, and the results may not be accurate, leading to an extra coat of paint for your bedroom. 3 To get good pictures, 3D ultrasounds are best performed between 20 and 32 weeks, and the best pictures are between 24 and 30 weeks. ... RESPONSE : Based on the given passages, here’s how to prepare for an ultrasound: * For a gender reveal ultrasound, wait until at least 17 weeks of pregnancy

paper_005_chunk_0015 | PDF text | score=4.521417 | the data- to-text writing task, certain fields sometimes are with null values. We observed that in the generated results, null is often interpreted as false by some models. Since the more common expressions for negation in our dataset are the boolean value False or the text No, we labeled these instances as hal- lucinations (evident introduction of baseless info) and provided a special span-level annotation named due_to_null for these spans. In the subsequent hal- lucination detection experiments, our prompts will be aligned with this standard. 4 Hallucination Benchmark Analysis 4.1 Basic Statistics We presented detailed statistics of RAGTruth in Table 2. Compared to existing datasets for hallu- cination detection (Cao et al., 2023; Kamoi et al., 2023), the RAGTruth dataset is considerably large in scale. The corpus contains a total of 2,965 in- stances of data, which include 989 instances for question answering, 1,033 instances for date-to-text writing, and 943 instances for news summarization. Each instance comprises responses from 6 differ- ent models. As shown in Table 2, the RAGTruth dataset also features longer prompt and response lengths than existing datasets for hallucination de- tection (Wang et al., 2020). 4.2 Hallucination Statistics Hallucination Types As shown in Figure 2, the generation of information baseless in the context was significantly more prevalent than the gener- ation of information conflicting with the context, especially for the question answering tasks. Within the two major categories of baseless info and con- flict, the more","RAGTruth provides a large-scale, high-quality dataset specifically designed for word-level hallucination detection in Retrieval-Augmented Generation (RAG) scenarios. It consists of nearly 18,000 fully annotated natural responses generated from major open-source and closed-source LLMs, covering several common tasks such as question answering, data-to-text writing, and news summarization. The annotation granularity is at the word-level, including special span-level annotations like due_to_null for certain hallucination types. The paper claims that by fine-tuning a relatively small LLM on the RAGTruth dataset, it is possible to achieve competitive hallucination detection performance comparable to prompt-based approaches using state-of-the-art LLMs like GPT-4, and that the fine-tuned model can effectively mitigate hallucination in LLM responses.",initial_and_tool_results,"[""paper_005_chunk_0005"", ""paper_005_chunk_0002"", ""paper_005_chunk_0015""]",assertable,needs_human_review,tool_answer_needs_human_review,yes,compliant,tool_repair_success,
