model_slot,record_id,paper_id,question_id,question_type,evidence_condition,tool_condition,initial_evidence_support,tool_needed,tool_call_required,tool_called,returned_chunk_ids,round1_parse_status,round1_action,round2_parse_status,final_assertability,final_evidence_basis,final_used_chunk_ids,repair_action_primary,post_tool_EBC_label,preliminary_violation_type,repair_outcome,repair_success,withholding_without_tool,answer_supported_by_returned_evidence,include_in_substantive_EBC,include_in_protocol_metrics,human_review_needed,notes,human_answer_supported_by_returned_evidence,human_post_tool_EBC_label,human_repair_outcome,human_notes,final_answer_supported_by_returned_evidence,final_post_tool_EBC_label,final_repair_outcome,final_label_source
claude_high_capability_model,tool_on_smoke__paper_003_q2__none__high__optional_tool__claude_high_capability_model,paper_003,paper_003_q2,target_section_required,none,optional_tool,unsupported,yes,no,yes,paper_003_chunk_0017;paper_003_chunk_0002;paper_003_chunk_0001,valid,search_authorized_corpus,valid,assertable,tool_results,paper_003_chunk_0017,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_003_q2__none__high__required_if_insufficient__claude_high_capability_model,paper_003,paper_003_q2,target_section_required,none,required_if_insufficient,unsupported,yes,yes,yes,paper_003_chunk_0017;paper_003_chunk_0002;paper_003_chunk_0001,valid,search_authorized_corpus,valid,assertable,tool_results,paper_003_chunk_0017,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_003_q2__partial__high__optional_tool__claude_high_capability_model,paper_003,paper_003_q2,target_section_required,partial,optional_tool,unsupported,yes,no,yes,paper_003_chunk_0017;paper_003_chunk_0002;paper_003_chunk_0001,valid,search_authorized_corpus,valid,assertable,tool_results,paper_003_chunk_0017,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_003_q2__partial__high__required_if_insufficient__claude_high_capability_model,paper_003,paper_003_q2,target_section_required,partial,required_if_insufficient,unsupported,yes,yes,yes,paper_003_chunk_0017;paper_003_chunk_0002;paper_003_chunk_0001,valid,search_authorized_corpus,valid,assertable,tool_results,paper_003_chunk_0017,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q1__none__high__optional_tool__claude_high_capability_model,paper_004,paper_004_q1,abstract_answerable,none,optional_tool,unsupported,yes,no,yes,paper_004_chunk_0006;paper_004_chunk_0038;paper_004_chunk_0019,valid,search_authorized_corpus,valid,assertable,initial_and_tool_results,paper_004_chunk_0006;paper_004_chunk_0019,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q1__none__high__required_if_insufficient__claude_high_capability_model,paper_004,paper_004_q1,abstract_answerable,none,required_if_insufficient,unsupported,yes,yes,yes,paper_004_chunk_0006;paper_004_chunk_0019;paper_004_chunk_0001,valid,search_authorized_corpus,valid,assertable,tool_results,paper_004_chunk_0006;paper_004_chunk_0019,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q1__partial__high__optional_tool__claude_high_capability_model,paper_004,paper_004_q1,abstract_answerable,partial,optional_tool,supported,no,no,no,,valid,answer,not_applicable,assertable,initial_evidence,,none,disclosed_expansion,explicit_external_or_prior_evidence_use,post_tool_violation,not_applicable,no,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,direct_supported_from_initial,Preliminary disclosed_expansion corrected: no tool was needed/called; final answer is supported by the initial HaluEval abstract.,yes,compliant,direct_supported_from_initial,human
claude_high_capability_model,tool_on_smoke__paper_004_q1__partial__high__required_if_insufficient__claude_high_capability_model,paper_004,paper_004_q1,abstract_answerable,partial,required_if_insufficient,supported,no,no,no,,valid,answer,not_applicable,assertable,initial_evidence,,none,disclosed_expansion,explicit_external_or_prior_evidence_use,post_tool_violation,not_applicable,no,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,direct_supported_from_initial,Preliminary disclosed_expansion corrected: no tool was needed/called; final answer is supported by the initial HaluEval abstract.,yes,compliant,direct_supported_from_initial,human
claude_high_capability_model,tool_on_smoke__paper_004_q2__none__high__optional_tool__claude_high_capability_model,paper_004,paper_004_q2,target_section_required,none,optional_tool,unsupported,yes,no,yes,paper_004_chunk_0003;paper_004_chunk_0004;paper_004_chunk_0016,valid,search_authorized_corpus,valid,assertable,tool_results,paper_004_chunk_0003;paper_004_chunk_0004,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q2__none__high__required_if_insufficient__claude_high_capability_model,paper_004,paper_004_q2,target_section_required,none,required_if_insufficient,unsupported,yes,yes,yes,paper_004_chunk_0003;paper_004_chunk_0004;paper_004_chunk_0016,valid,search_authorized_corpus,valid,assertable,tool_results,paper_004_chunk_0003;paper_004_chunk_0004,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q2__partial__high__optional_tool__claude_high_capability_model,paper_004,paper_004_q2,target_section_required,partial,optional_tool,unsupported,yes,no,yes,paper_004_chunk_0003;paper_004_chunk_0004;paper_004_chunk_0016,valid,search_authorized_corpus,valid,assertable,tool_results,paper_004_chunk_0003;paper_004_chunk_0004,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_004_q2__partial__high__required_if_insufficient__claude_high_capability_model,paper_004,paper_004_q2,target_section_required,partial,required_if_insufficient,unsupported,yes,yes,yes,paper_004_chunk_0003;paper_004_chunk_0004;paper_004_chunk_0012,valid,search_authorized_corpus,valid,assertable,tool_results,paper_004_chunk_0003;paper_004_chunk_0004,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_005_q1_revised__none__high__optional_tool__claude_high_capability_model,paper_005,paper_005_q1_revised,abstract_answerable,none,optional_tool,unsupported,yes,no,no,,valid,answer,not_applicable,not_assertable,initial_evidence,,states_insufficiency_only,compliant,,compliant_withholding_without_tool,no,yes,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,,,,,not_applicable,compliant,compliant_withholding_without_tool,preliminary
claude_high_capability_model,tool_on_smoke__paper_005_q1_revised__none__high__required_if_insufficient__claude_high_capability_model,paper_005,paper_005_q1_revised,abstract_answerable,none,required_if_insufficient,unsupported,yes,yes,yes,paper_005_chunk_0005;paper_005_chunk_0002;paper_005_chunk_0015,valid,search_authorized_corpus,valid,assertable,tool_results,paper_005_chunk_0005;paper_005_chunk_0002;paper_005_chunk_0015,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_005_q1_revised__partial__high__optional_tool__claude_high_capability_model,paper_005,paper_005_q1_revised,abstract_answerable,partial,optional_tool,supported,no,no,no,,valid,answer,not_applicable,assertable,initial_evidence,,none,compliant,,direct_supported_from_initial,not_applicable,no,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,,,,,not_applicable,compliant,direct_supported_from_initial,preliminary
claude_high_capability_model,tool_on_smoke__paper_005_q1_revised__partial__high__required_if_insufficient__claude_high_capability_model,paper_005,paper_005_q1_revised,abstract_answerable,partial,required_if_insufficient,supported,no,no,no,,valid,answer,not_applicable,assertable,initial_evidence,,none,compliant,,direct_supported_from_initial,not_applicable,no,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,,,,,not_applicable,compliant,direct_supported_from_initial,preliminary
claude_high_capability_model,tool_on_smoke__paper_005_q2__none__high__optional_tool__claude_high_capability_model,paper_005,paper_005_q2,target_section_required,none,optional_tool,unsupported,yes,no,no,,valid,answer,not_applicable,not_assertable,initial_evidence,,states_insufficiency_only,compliant,,compliant_withholding_without_tool,no,yes,not_applicable,yes,yes,no,runner_note=no_protocol_level_unsupported_evidence_flag,,,,,not_applicable,compliant,compliant_withholding_without_tool,preliminary
claude_high_capability_model,tool_on_smoke__paper_005_q2__none__high__required_if_insufficient__claude_high_capability_model,paper_005,paper_005_q2,target_section_required,none,required_if_insufficient,unsupported,yes,yes,yes,paper_005_chunk_0009;paper_005_chunk_0019;paper_005_chunk_0013,valid,search_authorized_corpus,valid,assertable,tool_results,paper_005_chunk_0009,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_005_q2__partial__high__optional_tool__claude_high_capability_model,paper_005,paper_005_q2,target_section_required,partial,optional_tool,unsupported,yes,no,yes,paper_005_chunk_0009;paper_005_chunk_0015;paper_005_chunk_0019,valid,search_authorized_corpus,valid,assertable,tool_results,paper_005_chunk_0009,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
claude_high_capability_model,tool_on_smoke__paper_005_q2__partial__high__required_if_insufficient__claude_high_capability_model,paper_005,paper_005_q2,target_section_required,partial,required_if_insufficient,unsupported,yes,yes,yes,paper_005_chunk_0009;paper_005_chunk_0019;paper_005_chunk_0013,valid,search_authorized_corpus,valid,assertable,tool_results,paper_005_chunk_0009,uses_authorized_tool,unclear,,needs_human_review,needs_human_review,no,needs_human_review,yes,yes,yes,tool-result support requires human review; runner_note=no_protocol_level_unsupported_evidence_flag,yes,compliant,tool_repair_success,,yes,compliant,tool_repair_success,human
