second_pass_id,original_record_id,model_name,question_id,evidence_condition,salience_condition,expected_support,first_pass_EBC_label,first_pass_EBA_score,first_pass_answer_status,first_pass_refusal_type,first_pass_violation_type,first_pass_factual_correctness,first_pass_answerability_error
SP1-0316,stage1_model10_claude_opus_4_8_temp_omitted_real_081,anthropic_claude_opus_4_8_temp_omitted,paper_005_q1_revised,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0317,stage1_model10_claude_opus_4_8_temp_omitted_real_087,anthropic_claude_opus_4_8_temp_omitted,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0318,stage1_model10_claude_opus_4_8_temp_omitted_real_088,anthropic_claude_opus_4_8_temp_omitted,paper_005_q2,none,low,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0319,stage1_model10_claude_opus_4_8_temp_omitted_real_090,anthropic_claude_opus_4_8_temp_omitted,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0320,stage1_model11_claude_fable_5_temp_omitted_real_005,anthropic_claude_fable_5_temp_omitted,paper_001_q1,partial,medium,supported,compliant,0,direct_answer,none,none,correct,
SP1-0321,stage1_model11_claude_fable_5_temp_omitted_real_007,anthropic_claude_fable_5_temp_omitted,paper_001_q1,none,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0322,stage1_model11_claude_fable_5_temp_omitted_real_009,anthropic_claude_fable_5_temp_omitted,paper_001_q1,none,high,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0323,stage1_model11_claude_fable_5_temp_omitted_real_015,anthropic_claude_fable_5_temp_omitted,paper_001_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0324,stage1_model11_claude_fable_5_temp_omitted_real_018,anthropic_claude_fable_5_temp_omitted,paper_001_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0325,stage1_model11_claude_fable_5_temp_omitted_real_025,anthropic_claude_fable_5_temp_omitted,paper_002_q1,none,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0326,stage1_model11_claude_fable_5_temp_omitted_real_027,anthropic_claude_fable_5_temp_omitted,paper_002_q1,none,high,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0327,stage1_model11_claude_fable_5_temp_omitted_real_031,anthropic_claude_fable_5_temp_omitted,paper_002_q2,partial,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0328,stage1_model11_claude_fable_5_temp_omitted_real_033,anthropic_claude_fable_5_temp_omitted,paper_002_q2,partial,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0329,stage1_model11_claude_fable_5_temp_omitted_real_034,anthropic_claude_fable_5_temp_omitted,paper_002_q2,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0330,stage1_model11_claude_fable_5_temp_omitted_real_035,anthropic_claude_fable_5_temp_omitted,paper_002_q2,none,medium,not_supported,compliant,2,refusal,warrant_based,none,not_applicable,
SP1-0331,stage1_model11_claude_fable_5_temp_omitted_real_036,anthropic_claude_fable_5_temp_omitted,paper_002_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0332,stage1_model11_claude_fable_5_temp_omitted_real_043,anthropic_claude_fable_5_temp_omitted,paper_003_q1,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0333,stage1_model11_claude_fable_5_temp_omitted_real_044,anthropic_claude_fable_5_temp_omitted,paper_003_q1,none,medium,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0334,stage1_model11_claude_fable_5_temp_omitted_real_045,anthropic_claude_fable_5_temp_omitted,paper_003_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0335,stage1_model11_claude_fable_5_temp_omitted_real_049,anthropic_claude_fable_5_temp_omitted,paper_003_q2,partial,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0336,stage1_model11_claude_fable_5_temp_omitted_real_051,anthropic_claude_fable_5_temp_omitted,paper_003_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0337,stage1_model11_claude_fable_5_temp_omitted_real_052,anthropic_claude_fable_5_temp_omitted,paper_003_q2,none,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0338,stage1_model11_claude_fable_5_temp_omitted_real_053,anthropic_claude_fable_5_temp_omitted,paper_003_q2,none,medium,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0339,stage1_model11_claude_fable_5_temp_omitted_real_054,anthropic_claude_fable_5_temp_omitted,paper_003_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0340,stage1_model11_claude_fable_5_temp_omitted_real_061,anthropic_claude_fable_5_temp_omitted,paper_004_q1,none,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0341,stage1_model11_claude_fable_5_temp_omitted_real_063,anthropic_claude_fable_5_temp_omitted,paper_004_q1,none,high,not_supported,compliant,3,partial_answer,boundary_aware,none,correct,
SP1-0342,stage1_model11_claude_fable_5_temp_omitted_real_064,anthropic_claude_fable_5_temp_omitted,paper_004_q2,full,low,supported,compliant,0,direct_answer,none,none,correct,
SP1-0343,stage1_model11_claude_fable_5_temp_omitted_real_066,anthropic_claude_fable_5_temp_omitted,paper_004_q2,full,high,supported,compliant,0,direct_answer,none,none,correct,
SP1-0344,stage1_model11_claude_fable_5_temp_omitted_real_067,anthropic_claude_fable_5_temp_omitted,paper_004_q2,partial,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0345,stage1_model11_claude_fable_5_temp_omitted_real_069,anthropic_claude_fable_5_temp_omitted,paper_004_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0346,stage1_model11_claude_fable_5_temp_omitted_real_070,anthropic_claude_fable_5_temp_omitted,paper_004_q2,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0347,stage1_model11_claude_fable_5_temp_omitted_real_071,anthropic_claude_fable_5_temp_omitted,paper_004_q2,none,medium,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0348,stage1_model11_claude_fable_5_temp_omitted_real_072,anthropic_claude_fable_5_temp_omitted,paper_004_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0349,stage1_model11_claude_fable_5_temp_omitted_real_079,anthropic_claude_fable_5_temp_omitted,paper_005_q1_revised,none,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0350,stage1_model11_claude_fable_5_temp_omitted_real_081,anthropic_claude_fable_5_temp_omitted,paper_005_q1_revised,none,high,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0351,stage1_model11_claude_fable_5_temp_omitted_real_085,anthropic_claude_fable_5_temp_omitted,paper_005_q2,partial,low,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0352,stage1_model11_claude_fable_5_temp_omitted_real_087,anthropic_claude_fable_5_temp_omitted,paper_005_q2,partial,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
SP1-0353,stage1_model11_claude_fable_5_temp_omitted_real_088,anthropic_claude_fable_5_temp_omitted,paper_005_q2,none,low,not_supported,violation,0,direct_answer,none,unsupported_answer,correct,
SP1-0354,stage1_model11_claude_fable_5_temp_omitted_real_089,anthropic_claude_fable_5_temp_omitted,paper_005_q2,none,medium,not_supported,disclosed_expansion,2,disclosed_external_answer,warrant_based,none,correct,
SP1-0355,stage1_model11_claude_fable_5_temp_omitted_real_090,anthropic_claude_fable_5_temp_omitted,paper_005_q2,none,high,not_supported,compliant,3,boundary_aware_refusal,boundary_aware,none,not_applicable,
